movie_freebase_id,topic,mood,target_audience,temporal_setting,location_setting
/m/07h9zj,['Comedy'],['Lighthearted'],['Families'],['Fictional'],['Fictional']
/m/05p0zkv,['Adventure' 'Comedy'],['Lighthearted'],['Children'],['Fictional'],['Fictional']
/m/0h_9kln,['Conflict'],['Inspirational'],['Children'],['Fictional'],['Fictional']
/m/0g5qgd2,['Science Fiction' 'Drama'],['Dramatic'],['Adults'],['Future'],['Real']
/m/0p_sc,['Drama' 'Tragedy'],['Dark'],['Adults'],['Historical'],['Real']
/m/0gfrkw7,['Drama'],['Tragedy' 'Inspirational'],['Adults'],['Modern'],['Real']
/m/0gysbv4,['Adventure'],['Exciting' 'Lighthearted'],['Children'],['Fictional'],['Fictional']
/m/07ts2f,['Drama'],['Dark'],['Adults'],['Modern'],['Real']
/m/0djywn8,['Drama'],['Dramatic' 'Inspirational'],['Adults'],['Modern'],['Real']
/m/03npxc,['Drama' 'Historical'],['Dramatic'],['Adults'],['Past'],['Real']
/m/0h39yl,['Romance' 'Drama' 'Comedy' 'Tragedy'],['Dramatic' 'Romantic'],['Teenagers'],['Modern'],['Real']
/m/08zkct,['Science Fiction' 'Adventure' 'Comedy'],['Lighthearted' 'Exciting'],['Children'],['Fictional'],['Fictional']
/m/07kwyt,['Adventure' 'Drama'],['Dramatic' 'Inspirational'],['Children'],['Fictional'],['Fictional']
/m/067rlq,['Science Fiction' 'Adventure' 'Comedy' 'Drama'],['Lighthearted' 'Exciting'],['Teenagers'],['Modern'],['Fictional']
/m/0jws9y2,['Drama' 'Romance'],['Dramatic' 'Romantic'],['Teenagers'],['Modern'],['Real']
/m/0h1gv84,['Romance'],['Drama'],['Adults'],['Modern'],['Real']
/m/0fpggm1,['Conflict'],['Drama'],['Adults'],['Modern'],['Real']
/m/03nsc64,['Adventure' 'Fantasy'],['Exciting' 'Fantastical'],['Children'],['Fictional'],['Fictional']
/m/0h73_g,['Horror' 'Mystery'],['Dark' 'Dramatic'],['Adults'],['Modern'],['Real']
/m/0c38k8,['Tragedy' 'Fantasy' 'Drama'],['Dark' 'Dramatic'],['Adults'],['Fictional'],['Fictional']
/m/02pjxx7,['Historical' 'Social Issues'],['Inspirational' 'Thought-provoking'],['Adults'],['Past'],['Real']
/m/04n01ck,['Fantasy' 'Drama'],['Fantastical' 'Dramatic'],['Adults'],['Future'],['Fictional']
/m/05zm0gk,['Historical' 'Drama'],['Tragedy' 'Dark'],['Adults'],['Past'],['Real']
/m/063qzp,['Drama' 'Social Issues'],['Dramatic'],['Adults'],['Modern'],['Real']
/m/05m6pc,['Fantasy' 'Comedy' 'Adventure'],['Lighthearted' 'Exciting'],['Children'],['Past'],['Fictional']
/m/02vs6jw,['Adventure' 'Sci-Fi' 'Action'],['Exciting' 'Dramatic'],['Children'],['Fictional'],['Fictional']
/m/03m3s51,['Comedy' 'Fantasy'],['Lighthearted'],['Children'],['Fictional'],['Fictional']
/m/09gj_lb,['Documentary'],['Inspirational'],['Adults'],['Modern'],['Real']
/m/05z_qhr,['Fantasy' 'Adventure'],['Fantastical'],['Children'],['Fictional'],['Fictional']
/m/05syrs5,['Drama'],['Inspirational' 'Dark'],['Adults'],['Modern'],['Real']
/m/02vr30w,['Drama' 'Conflict'],['Dramatic'],['Adults'],['Past'],['Real']
/m/02wwtk_,['Drama' 'Romance' 'Tragedy'],['Dramatic'],['Adults'],['Modern'],['Real']
/m/0gtxmwq,['Adventure' 'Comedy'],['Lighthearted'],['Children'],['Fictional'],['Real']
/m/0d2wly,['Adventure' 'Fantasy'],['Exciting'],['Families'],['Past'],['Fictional']
/m/0bwfpdc,['Action' 'Fantasy' 'Horror'],['Dark' 'Exciting'],['Teenagers'],['Past'],['Fictional']
/m/02q31dg,['Adventure' 'Friendship' 'Fantasy'],['Lighthearted' 'Inspirational'],['Children'],['Past'],['Fictional']
/m/03b19k,['Romance' 'Drama' 'Tragedy'],['Dramatic' 'Inspirational'],['Adults'],['Past'],['Real']
/m/04g21p0,['Romance' 'Drama' 'Tragedy'],['Dramatic'],['Adults'],['Past'],['Real']
/m/0jwrsd5,['Drama' 'Romance' 'Comedy'],['Lighthearted' 'Inspirational'],['Adults'],['Modern'],['Real']
/m/077tmp,['Family' 'Sports' 'Friendship'],['Lighthearted' 'Inspirational'],['Children'],['Modern'],['Real']
/m/0hr95d7,['Adventure' 'Documentary'],['Inspirational'],['Adults'],['modern'],['real']
/m/0bnygp,['Adventure' 'Fantasy'],['Exciting' 'Romantic'],['Families'],['fictional'],['fictional']
/m/050zvh,['Comedy' 'Fantasy'],['Lighthearted'],['Children'],['fictional'],['fictional']
/m/02wwhrb,['Comedy' 'Science Fiction' 'Drama' 'Action'],['Exciting' 'Dramatic'],['Adults'],['future'],['fictional']
/m/0cc84p,['Romance' 'Drama'],['Dark' 'Dramatic'],['Adults'],['modern'],['real']
/m/04jdt_0,['Conflict' 'Crime' 'Adventure'],['Dark'],['Adults'],['Modern'],['Real']
/m/0h19780,['Drama' 'Friendship'],['Dramatic'],['Adults'],['Modern'],['Real']
/m/099b_9,['Friendship' 'Redemption'],['Inspirational'],['Children'],['Fictional'],['Fictional']
/m/02z854z,['Comedy' 'Friendship'],['Lighthearted'],['Families'],['Modern'],['Fictional']
/m/02p6k7l,['Science Fiction' 'Horror'],['Dark'],['Adults'],['Modern'],['Real']
/m/05z_844,['Conflict' 'Drama'],['Dark' 'Tragic'],['Adults'],['Modern'],['Real']
/m/0j64vz5,['Drama' 'Biography'],['Intimate'],['Adults'],['Modern'],['Real']
/m/0344gc,['Drama' 'Tragedy'],['Dark' 'Emotional'],['Adults'],['Modern'],['Real']
/m/0kv6vf,['Comedy' 'Fantasy'],['Lighthearted' 'Fantastical'],['Children'],['Modern'],['Fictional']
/m/0f136p,['Comedy' 'Fantasy' 'Horror'],['Lighthearted' 'Dark'],['Adults'],['Past'],['Fictional']
/m/0bs2n_p,['Adventure'],['Lighthearted' 'Romantic'],['Families'],['Fictional'],['Fictional']
/m/0hgmwxj,['Conflict' 'Romance'],['Inspirational' 'Dramatic'],['Teenagers'],['Fictional'],['Fictional']
/m/06w5pnn,['Tragedy'],['Dramatic'],['Adults'],['Past'],['Real']
/m/0b3_cm,['Comedy' 'Drama'],['Lighthearted'],['Adults'],['Modern'],['Real']
/m/05nm1t,['Action' 'Science Fiction'],['Exciting' 'Fantastical'],['Teenagers'],['Fictional'],['Fictional']
/m/043qhq8,['Mystery' 'Adventure' 'Drama'],['Dramatic'],['Families'],['Modern'],['Fictional']
/m/02rpjsz,['Comedy'],['Lighthearted'],['Children'],['Fictional'],['Fictional']
/m/052rs9,['Fantasy' 'Adventure' 'Drama'],['Inspirational'],['Families'],['Modern'],['Fictional']
/m/0gmk6l,['Comedy' 'Adventure'],['Lighthearted'],['Children'],['Modern'],['Fictional']
/m/03q0r1,['Adventure' 'Drama'],['Inspirational'],['Children'],['Modern'],['Fictional']
/m/05msx38,['Documentary' 'Environmental'],['Inspirational'],['Adults'],['Modern'],['Real']
/m/0bs7_5,['Adventure' 'Drama' 'Fantasy'],['Inspirational' 'Romantic'],['Children'],['Fictional'],['Fictional']
/m/0fz8lt,['Drama' 'Romance'],['Dramatic'],['Adults'],['Modern'],['Real']
/m/06w91q8,['Drama' 'Comedy'],['Dark' 'Exciting'],['Adults'],['Modern'],['Real']
/m/05b_ngk,['Documentary'],['Inspirational'],['Adults'],['Modern'],['Real']
/m/0gz9rr,['Comedy' 'Adventure' 'Inspirational'],['Lighthearted'],['Children'],['Fictional'],['Fictional']
/m/0122r8,['Comedy' 'Adventure' 'Fantastical'],['Lighthearted'],['Children'],['Fictional'],['Fictional']
/m/0fvgv2,['Action' 'Adventure'],['Exciting'],['Teenagers'],['Future'],['Fictional']
/m/04q0vp2,['Drama'],['Inspirational'],['Adults'],['Past'],['Real']
/m/027yfk2,['Romance' 'Comedy'],['Lighthearted'],['Teenagers'],['Modern'],['Real']
/m/0ddhmz8,['Drama' 'Romance'],['Dramatic'],['Adults'],['Modern'],['Real']
/m/0j63xrh,['Documentary'],['Inspirational'],['Adults'],['Modern'],['Real']
/m/02q0f29,['Adventure' 'Fantasy'],['Exciting' 'Inspirational'],['Children'],['Past'],['Fictional']
/m/0bbx7rj,['Romance' 'Drama'],['Romantic'],['Adults'],['Historical'],['Real']
/m/03crnr4,['Documentary'],['Inspirational'],['Adults'],['Modern'],['Real']
/m/0808rhp,['Drama'],['Tragedy'],['Adults'],['Modern'],['Fictional']
/m/03q7kk,['Mystery' 'Horror'],['Dark'],['Adults'],['Modern'],['Fictional']
/m/06w5jv7,['Drama' 'Comedy'],['Lighthearted'],['Teenagers'],['Modern'],['Real']
/m/027lz88,['Horror' 'Comedy'],['Dark'],['Adults'],['Modern'],['Real']
/m/02hds1,['Fantasy' 'Adventure' 'Comedy'],['Lighthearted'],['Families'],['Past'],['Fictional']
/m/0kvf7j,['Adventure' 'Friendship' 'Kindness'],['Lighthearted'],['Children'],['Fictional'],['Fictional']
/m/08ln0f,['Revenge' 'Redemption'],['Dark'],['Adults'],['Modern'],['Real']
/m/03_45t,['Adventure' 'Friendship' 'Christmas'],['Lighthearted'],['Children'],['Fictional'],['Fictional']
/m/0j9lhps,['Magic' 'Adventure' 'Mystery'],['Exciting'],['Teenagers'],['Fictional'],['Fictional']
/m/06vx65,['Adventure' 'Friendship' 'Betrayal'],['Exciting' 'Fantastical'],['Children'],['Fictional'],['Fictional']
/m/02852xd,['Romance' 'Drama' 'Comedy'],['Lighthearted' 'Romantic'],['Adults'],['Modern'],['Real']
/m/03kxj2,['Comedy' 'Adventure' 'Mystery'],['Lighthearted'],['Children'],['Fictional'],['Fictional']
/m/0hhsct8,['Comedy' 'Adventure' 'Fantasy'],['Lighthearted' 'Fantastical'],['Children'],['Fictional'],['Fictional']
/m/0gjdk4g,['Romance' 'Comedy' 'Adventure'],['Lighthearted' 'Romantic' 'Fantastical'],['Children'],['Fictional'],['Fictional']
/m/0j6226n,['Drama' 'Documentary'],['Inspirational'],['Adults'],['Modern'],['Real']
/m/04q0drq,['Horror'],['Dark'],['Adults'],['Past'],['Fictional']
/m/090glv,['Horror'],['Dark'],['Teenagers'],['Modern'],['Fictional']
/m/062rrj,['Drama' 'Adventure'],['Dramatic'],['Adults'],['Past'],['Real']
/m/02rkmm_,['Comedy'],['Lighthearted'],['Adults'],['Modern'],['Fictional']
/m/09hhvb,['Fantasy' 'Adventure'],['Lighthearted'],['Children'],['Fictional'],['Fictional']
/m/0crtj_g,['Documentary' 'Sports'],['Inspiring' 'Dramatic'],['Families'],['Modern'],['Real']
